序号,子集,掉落种类,物品id,说明,最小数量,最大数量,权重,备注
28230,56000021,锤子,46013,7-8阶绿,1,1,23,
28231,56000021,锤子,46014,7-8阶绿,1,1,23,
28232,56000021,锤子,46015,7-8阶绿,1,1,23,
28233,56000021,火把,50596,7-8阶蓝,1,1,250,
28234,56000021,火把,50597,7-8阶蓝,1,1,250,
28235,56000021,火把,50598,7-8阶蓝,1,1,250,
28236,56000021,火把,50599,7-8阶蓝,1,1,250,
28237,56000021,火把,50600,7-8阶蓝,1,1,250,
28238,56000021,火把,50601,7-8阶蓝,1,1,250,
28239,56000021,肩甲,50602,7-8阶蓝,1,1,250,
28240,56000021,肩甲,50603,7-8阶蓝,1,1,250,
28241,56000021,肩甲,50604,7-8阶蓝,1,1,250,
28242,56000021,肩甲,50605,7-8阶蓝,1,1,250,
28243,56000021,肩甲,50606,7-8阶蓝,1,1,250,
28244,56000021,肩甲,50607,7-8阶蓝,1,1,250,
28245,56000021,戒指,50608,7-8阶蓝,1,1,500,
28246,56000021,戒指,50609,7-8阶蓝,1,1,500,
28247,56000021,戒指,50610,7-8阶蓝,1,1,500,
28248,56000021,手腕,50611,7-8阶蓝,1,1,500,
28249,56000021,手腕,50612,7-8阶蓝,1,1,500,
28250,56000021,手腕,50613,7-8阶蓝,1,1,500,
28251,56000021,头盔,50614,7-8阶蓝,1,1,125,
28252,56000021,头盔,50615,7-8阶蓝,1,1,125,
28253,56000021,头盔,50616,7-8阶蓝,1,1,125,
28254,56000021,头盔,50617,7-8阶蓝,1,1,125,
28255,56000021,头盔,50618,7-8阶蓝,1,1,125,
28256,56000021,头盔,50619,7-8阶蓝,1,1,125,
28257,56000021,头盔,50620,7-8阶蓝,1,1,125,
28258,56000021,头盔,50621,7-8阶蓝,1,1,125,
28259,56000021,头盔,50622,7-8阶蓝,1,1,125,
28260,56000021,头盔,50623,7-8阶蓝,1,1,125,
28261,56000021,头盔,50624,7-8阶蓝,1,1,125,
28262,56000021,头盔,50625,7-8阶蓝,1,1,125,
28263,56000021,项链,50626,7-8阶蓝,1,1,250,
28264,56000021,项链,50627,7-8阶蓝,1,1,250,
28265,56000021,项链,50628,7-8阶蓝,1,1,250,
28266,56000021,项链,50629,7-8阶蓝,1,1,250,
28267,56000021,项链,50630,7-8阶蓝,1,1,250,
28268,56000021,项链,50631,7-8阶蓝,1,1,250,
28269,56000021,鞋子,50632,7-8阶蓝,1,1,750,
28270,56000021,鞋子,50633,7-8阶蓝,1,1,750,
28271,56000021,胸甲,50634,7-8阶蓝,1,1,375,
28272,56000021,胸甲,50635,7-8阶蓝,1,1,375,
28273,56000021,胸甲,50636,7-8阶蓝,1,1,375,
28274,56000021,胸甲,50637,7-8阶蓝,1,1,375,
28275,56000021,锤子,50638,7-8阶蓝,1,1,100,
28276,56000021,锤子,50639,7-8阶蓝,1,1,100,
28277,56000021,锤子,50640,7-8阶蓝,1,1,100,
28278,56000021,锤子,50641,7-8阶蓝,1,1,100,
28279,56000021,锤子,50642,7-8阶蓝,1,1,100,
28280,56000021,锤子,50643,7-8阶蓝,1,1,100,
28281,56000021,大剑,50644,7-8阶蓝,1,1,100,
28282,56000021,大剑,50645,7-8阶蓝,1,1,100,
28283,56000021,大剑,50646,7-8阶蓝,1,1,100,
28284,56000021,大剑,50647,7-8阶蓝,1,1,100,
28285,56000021,大剑,50648,7-8阶蓝,1,1,100,
28286,56000021,大剑,50649,7-8阶蓝,1,1,100,
28287,56000021,斧子,50650,7-8阶蓝,1,1,100,
28288,56000021,斧子,50651,7-8阶蓝,1,1,100,
28289,56000021,斧子,50652,7-8阶蓝,1,1,100,
28290,56000021,斧子,50653,7-8阶蓝,1,1,100,
28291,56000021,斧子,50654,7-8阶蓝,1,1,100,
28292,56000021,斧子,50655,7-8阶蓝,1,1,100,
28293,56000021,法杖,50656,7-8阶蓝,1,1,100,
28294,56000021,法杖,50657,7-8阶蓝,1,1,100,
28295,56000021,法杖,50658,7-8阶蓝,1,1,100,
28296,56000021,法杖,50659,7-8阶蓝,1,1,100,
28297,56000021,法杖,50660,7-8阶蓝,1,1,100,
28298,56000021,法杖,50661,7-8阶蓝,1,1,100,
28299,56000021,短剑,50662,7-8阶蓝,1,1,100,
28300,56000021,短剑,50663,7-8阶蓝,1,1,100,
28301,56000021,短剑,50664,7-8阶蓝,1,1,100,
28302,56000021,短剑,50665,7-8阶蓝,1,1,100,
28303,56000021,短剑,50666,7-8阶蓝,1,1,100,
28304,56000021,短剑,50667,7-8阶蓝,1,1,100,
28305,56000021,火把,50668,7-8阶蓝,1,1,250,
28306,56000021,火把,50669,7-8阶蓝,1,1,250,
28307,56000021,火把,50670,7-8阶蓝,1,1,250,
28308,56000021,火把,50671,7-8阶蓝,1,1,250,
28309,56000021,火把,50672,7-8阶蓝,1,1,250,
28310,56000021,火把,50673,7-8阶蓝,1,1,250,
28311,56000021,肩甲,50674,7-8阶蓝,1,1,250,
28312,56000021,肩甲,50675,7-8阶蓝,1,1,250,
28313,56000021,肩甲,50676,7-8阶蓝,1,1,250,
28314,56000021,肩甲,50677,7-8阶蓝,1,1,250,
28315,56000021,肩甲,50678,7-8阶蓝,1,1,250,
28316,56000021,肩甲,50679,7-8阶蓝,1,1,250,
28317,56000021,戒指,50680,7-8阶蓝,1,1,500,
28318,56000021,戒指,50681,7-8阶蓝,1,1,500,
28319,56000021,戒指,50682,7-8阶蓝,1,1,500,
28320,56000021,手腕,50683,7-8阶蓝,1,1,500,
28321,56000021,手腕,50684,7-8阶蓝,1,1,500,
28322,56000021,手腕,50685,7-8阶蓝,1,1,500,
28323,56000021,头盔,50686,7-8阶蓝,1,1,125,
28324,56000021,头盔,50687,7-8阶蓝,1,1,125,
28325,56000021,头盔,50688,7-8阶蓝,1,1,125,
28326,56000021,头盔,50689,7-8阶蓝,1,1,125,
28327,56000021,头盔,50690,7-8阶蓝,1,1,125,
28328,56000021,头盔,50691,7-8阶蓝,1,1,125,
28329,56000021,头盔,50692,7-8阶蓝,1,1,125,
28330,56000021,头盔,50693,7-8阶蓝,1,1,125,
28331,56000021,头盔,50694,7-8阶蓝,1,1,125,
28332,56000021,头盔,50695,7-8阶蓝,1,1,125,
28333,56000021,头盔,50696,7-8阶蓝,1,1,125,
28334,56000021,头盔,50697,7-8阶蓝,1,1,125,
28335,56000021,项链,50698,7-8阶蓝,1,1,250,
28336,56000021,项链,50699,7-8阶蓝,1,1,250,
28337,56000021,项链,50700,7-8阶蓝,1,1,250,
28338,56000021,项链,50701,7-8阶蓝,1,1,250,
28339,56000021,项链,50702,7-8阶蓝,1,1,250,
28340,56000021,项链,50703,7-8阶蓝,1,1,250,
28341,56000021,鞋子,50704,7-8阶蓝,1,1,750,
28342,56000021,鞋子,50705,7-8阶蓝,1,1,750,
28343,56000021,胸甲,50706,7-8阶蓝,1,1,375,
28344,56000021,胸甲,50707,7-8阶蓝,1,1,375,
28345,56000021,胸甲,50708,7-8阶蓝,1,1,375,
28346,56000021,胸甲,50709,7-8阶蓝,1,1,375,
28347,56000021,锤子,50710,7-8阶蓝,1,1,100,
28348,56000021,锤子,50711,7-8阶蓝,1,1,100,
28349,56000021,锤子,50712,7-8阶蓝,1,1,100,
28350,56000021,锤子,50713,7-8阶蓝,1,1,100,
28351,56000021,锤子,50714,7-8阶蓝,1,1,100,
28352,56000021,锤子,50715,7-8阶蓝,1,1,100,
28353,56000021,大剑,50716,7-8阶蓝,1,1,100,
28354,56000021,大剑,50717,7-8阶蓝,1,1,100,
28355,56000021,大剑,50718,7-8阶蓝,1,1,100,
28356,56000021,大剑,50719,7-8阶蓝,1,1,100,
28357,56000021,大剑,50720,7-8阶蓝,1,1,100,
28358,56000021,大剑,50721,7-8阶蓝,1,1,100,
28359,56000021,斧子,50722,7-8阶蓝,1,1,100,
28360,56000021,斧子,50723,7-8阶蓝,1,1,100,
28361,56000021,斧子,50724,7-8阶蓝,1,1,100,
28362,56000021,斧子,50725,7-8阶蓝,1,1,100,
28363,56000021,斧子,50726,7-8阶蓝,1,1,100,
28364,56000021,斧子,50727,7-8阶蓝,1,1,100,
28365,56000021,法杖,50728,7-8阶蓝,1,1,100,
28366,56000021,法杖,50729,7-8阶蓝,1,1,100,
28367,56000021,法杖,50730,7-8阶蓝,1,1,100,
28368,56000021,法杖,50731,7-8阶蓝,1,1,100,
28369,56000021,法杖,50732,7-8阶蓝,1,1,100,
28370,56000021,法杖,50733,7-8阶蓝,1,1,100,
28371,56000021,短剑,50734,7-8阶蓝,1,1,100,
28372,56000021,短剑,50735,7-8阶蓝,1,1,100,
28373,56000021,短剑,50736,7-8阶蓝,1,1,100,
28374,56000021,短剑,50737,7-8阶蓝,1,1,100,
28375,56000021,短剑,50738,7-8阶蓝,1,1,100,
28376,56000021,短剑,50739,7-8阶蓝,1,1,100,
28377,56000021,锤子,52432,7-8阶紫,1,1,137,
28378,56000021,锤子,52433,7-8阶紫,1,1,137,
28379,56000021,锤子,52434,7-8阶紫,1,1,137,
28380,56000021,大剑,52435,7-8阶紫,1,1,137,
28381,56000021,大剑,52436,7-8阶紫,1,1,137,
28382,56000021,大剑,52437,7-8阶紫,1,1,137,
28383,56000021,短剑,52438,7-8阶紫,1,1,137,
28384,56000021,短剑,52439,7-8阶紫,1,1,137,
28385,56000021,短剑,52440,7-8阶紫,1,1,137,
28386,56000021,法杖,52441,7-8阶紫,1,1,137,
28387,56000021,法杖,52442,7-8阶紫,1,1,137,
28388,56000021,法杖,52443,7-8阶紫,1,1,137,
28389,56000021,斧子,52444,7-8阶紫,1,1,137,
28390,56000021,斧子,52445,7-8阶紫,1,1,137,
28391,56000021,斧子,52446,7-8阶紫,1,1,137,
28392,56000021,火把,52447,7-8阶紫,1,1,60,
28393,56000021,火把,52448,7-8阶紫,1,1,60,
28394,56000021,火把,52449,7-8阶紫,1,1,60,
28395,56000021,火把,52450,7-8阶紫,1,1,60,
28396,56000021,火把,52451,7-8阶紫,1,1,60,
28397,56000021,火把,52452,7-8阶紫,1,1,60,
28398,56000021,火把,52453,7-8阶紫,1,1,60,
28399,56000021,火把,52454,7-8阶紫,1,1,60,
28400,56000021,火把,52455,7-8阶紫,1,1,60,
28401,56000021,火把,52456,7-8阶紫,1,1,60,
28402,56000021,火把,52457,7-8阶紫,1,1,60,
28403,56000021,火把,52458,7-8阶紫,1,1,60,
28404,56000021,肩甲,52459,7-8阶紫,1,1,86,
28405,56000021,肩甲,52460,7-8阶紫,1,1,86,
28406,56000021,肩甲,52461,7-8阶紫,1,1,86,
28407,56000021,肩甲,52462,7-8阶紫,1,1,86,
28408,56000021,肩甲,52463,7-8阶紫,1,1,86,
28409,56000021,肩甲,52464,7-8阶紫,1,1,86,
28410,56000021,肩甲,52465,7-8阶紫,1,1,86,
28411,56000021,肩甲,52466,7-8阶紫,1,1,86,
28412,56000021,肩甲,52467,7-8阶紫,1,1,86,
28413,56000021,肩甲,52468,7-8阶紫,1,1,86,
28414,56000021,肩甲,52469,7-8阶紫,1,1,86,
28415,56000021,肩甲,52470,7-8阶紫,1,1,86,
28416,56000021,戒指,52471,7-8阶紫,1,1,172,
28417,56000021,戒指,52472,7-8阶紫,1,1,172,
28418,56000021,戒指,52473,7-8阶紫,1,1,172,
28419,56000021,戒指,52474,7-8阶紫,1,1,172,
28420,56000021,戒指,52475,7-8阶紫,1,1,172,
28421,56000021,戒指,52476,7-8阶紫,1,1,172,
28422,56000021,手腕,52477,7-8阶紫,1,1,344,
28423,56000021,手腕,52478,7-8阶紫,1,1,344,
28424,56000021,手腕,52479,7-8阶紫,1,1,344,
28425,56000021,头盔,52480,7-8阶紫,1,1,86,
28426,56000021,头盔,52481,7-8阶紫,1,1,86,
28427,56000021,头盔,52482,7-8阶紫,1,1,86,
28428,56000021,头盔,52483,7-8阶紫,1,1,86,
28429,56000021,头盔,52484,7-8阶紫,1,1,86,
28430,56000021,头盔,52485,7-8阶紫,1,1,86,
28431,56000021,头盔,52486,7-8阶紫,1,1,86,
28432,56000021,头盔,52487,7-8阶紫,1,1,86,
28433,56000021,头盔,52488,7-8阶紫,1,1,86,
28434,56000021,头盔,52489,7-8阶紫,1,1,86,
28435,56000021,头盔,52490,7-8阶紫,1,1,86,
28436,56000021,头盔,52491,7-8阶紫,1,1,86,
28437,56000021,项链,52492,7-8阶紫,1,1,86,
28438,56000021,项链,52493,7-8阶紫,1,1,86,
28439,56000021,项链,52494,7-8阶紫,1,1,86,
28440,56000021,项链,52495,7-8阶紫,1,1,86,
28441,56000021,项链,52496,7-8阶紫,1,1,86,
28442,56000021,项链,52497,7-8阶紫,1,1,86,
28443,56000021,项链,52498,7-8阶紫,1,1,86,
28444,56000021,项链,52499,7-8阶紫,1,1,86,
28445,56000021,项链,52500,7-8阶紫,1,1,86,
28446,56000021,项链,52501,7-8阶紫,1,1,86,
28447,56000021,项链,52502,7-8阶紫,1,1,86,
28448,56000021,项链,52503,7-8阶紫,1,1,86,
28449,56000021,鞋子,52504,7-8阶紫,1,1,515,
28450,56000021,鞋子,52505,7-8阶紫,1,1,515,
28451,56000021,胸甲,52506,7-8阶紫,1,1,258,
28452,56000021,胸甲,52507,7-8阶紫,1,1,258,
28453,56000021,胸甲,52508,7-8阶紫,1,1,258,
28454,56000021,胸甲,52509,7-8阶紫,1,1,258,
28455,56000021,锤子,52510,7-8阶紫,1,1,137,
28456,56000021,锤子,52511,7-8阶紫,1,1,137,
28457,56000021,锤子,52512,7-8阶紫,1,1,137,
28458,56000021,大剑,52513,7-8阶紫,1,1,137,
28459,56000021,大剑,52514,7-8阶紫,1,1,137,
28460,56000021,大剑,52515,7-8阶紫,1,1,137,
28461,56000021,短剑,52516,7-8阶紫,1,1,137,
28462,56000021,短剑,52517,7-8阶紫,1,1,137,
28463,56000021,短剑,52518,7-8阶紫,1,1,137,
28464,56000021,法杖,52519,7-8阶紫,1,1,137,
28465,56000021,法杖,52520,7-8阶紫,1,1,137,
28466,56000021,法杖,52521,7-8阶紫,1,1,137,
28467,56000021,斧子,52522,7-8阶紫,1,1,137,
28468,56000021,斧子,52523,7-8阶紫,1,1,137,
28469,56000021,斧子,52524,7-8阶紫,1,1,137,
28470,56000021,火把,52525,7-8阶紫,1,1,60,
28471,56000021,火把,52526,7-8阶紫,1,1,60,
28472,56000021,火把,52527,7-8阶紫,1,1,60,
28473,56000021,火把,52528,7-8阶紫,1,1,60,
28474,56000021,火把,52529,7-8阶紫,1,1,60,
28475,56000021,火把,52530,7-8阶紫,1,1,60,
28476,56000021,火把,52531,7-8阶紫,1,1,60,
28477,56000021,火把,52532,7-8阶紫,1,1,60,
28478,56000021,火把,52533,7-8阶紫,1,1,60,
28479,56000021,火把,52534,7-8阶紫,1,1,60,
28480,56000021,火把,52535,7-8阶紫,1,1,60,
28481,56000021,火把,52536,7-8阶紫,1,1,60,
28482,56000021,肩甲,52537,7-8阶紫,1,1,86,
28483,56000021,肩甲,52538,7-8阶紫,1,1,86,
28484,56000021,肩甲,52539,7-8阶紫,1,1,86,
28485,56000021,肩甲,52540,7-8阶紫,1,1,86,
28486,56000021,肩甲,52541,7-8阶紫,1,1,86,
28487,56000021,肩甲,52542,7-8阶紫,1,1,86,
28488,56000021,肩甲,52543,7-8阶紫,1,1,86,
28489,56000021,肩甲,52544,7-8阶紫,1,1,86,
28490,56000021,肩甲,52545,7-8阶紫,1,1,86,
28491,56000021,肩甲,52546,7-8阶紫,1,1,86,
28492,56000021,肩甲,52547,7-8阶紫,1,1,86,
28493,56000021,肩甲,52548,7-8阶紫,1,1,86,
28494,56000021,戒指,52549,7-8阶紫,1,1,172,
28495,56000021,戒指,52550,7-8阶紫,1,1,172,
28496,56000021,戒指,52551,7-8阶紫,1,1,172,
28497,56000021,戒指,52552,7-8阶紫,1,1,172,
28498,56000021,戒指,52553,7-8阶紫,1,1,172,
28499,56000021,戒指,52554,7-8阶紫,1,1,172,
28500,56000021,手腕,52555,7-8阶紫,1,1,344,
28501,56000021,手腕,52556,7-8阶紫,1,1,344,
28502,56000021,手腕,52557,7-8阶紫,1,1,344,
28503,56000021,头盔,52558,7-8阶紫,1,1,86,
28504,56000021,头盔,52559,7-8阶紫,1,1,86,
28505,56000021,头盔,52560,7-8阶紫,1,1,86,
28506,56000021,头盔,52561,7-8阶紫,1,1,86,
28507,56000021,头盔,52562,7-8阶紫,1,1,86,
28508,56000021,头盔,52563,7-8阶紫,1,1,86,
28509,56000021,头盔,52564,7-8阶紫,1,1,86,
28510,56000021,头盔,52565,7-8阶紫,1,1,86,
28511,56000021,头盔,52566,7-8阶紫,1,1,86,
28512,56000021,头盔,52567,7-8阶紫,1,1,86,
28513,56000021,头盔,52568,7-8阶紫,1,1,86,
28514,56000021,头盔,52569,7-8阶紫,1,1,86,
28515,56000021,项链,52570,7-8阶紫,1,1,86,
28516,56000021,项链,52571,7-8阶紫,1,1,86,
28517,56000021,项链,52572,7-8阶紫,1,1,86,
28518,56000021,项链,52573,7-8阶紫,1,1,86,
28519,56000021,项链,52574,7-8阶紫,1,1,86,
28520,56000021,项链,52575,7-8阶紫,1,1,86,
28521,56000021,项链,52576,7-8阶紫,1,1,86,
28522,56000021,项链,52577,7-8阶紫,1,1,86,
28523,56000021,项链,52578,7-8阶紫,1,1,86,
28524,56000021,项链,52579,7-8阶紫,1,1,86,
28525,56000021,项链,52580,7-8阶紫,1,1,86,
28526,56000021,项链,52581,7-8阶紫,1,1,86,
28527,56000021,鞋子,52582,7-8阶紫,1,1,515,
28528,56000021,鞋子,52583,7-8阶紫,1,1,515,
28529,56000021,胸甲,52584,7-8阶紫,1,1,258,
28530,56000021,胸甲,52585,7-8阶紫,1,1,258,
28531,56000021,胸甲,52586,7-8阶紫,1,1,264,
28532,56000021,胸甲,52587,7-8阶紫,1,1,258,
28533,56000022,胸甲,46016,9-11阶绿,1,1,324,
28534,56000022,胸甲,46017,9-11阶绿,1,1,324,
28535,56000022,胸甲,46018,9-11阶绿,1,1,324,
28536,56000022,胸甲,46019,9-11阶绿,1,1,324,
28537,56000022,胸甲,46020,9-11阶绿,1,1,324,
28538,56000022,鞋子,46021,9-11阶绿,1,1,324,
28539,56000022,鞋子,46022,9-11阶绿,1,1,324,
28540,56000022,鞋子,46023,9-11阶绿,1,1,324,
28541,56000022,鞋子,46024,9-11阶绿,1,1,324,
28542,56000022,鞋子,46025,9-11阶绿,1,1,324,
28543,56000022,项链,46026,9-11阶绿,1,1,88,
28544,56000022,项链,46027,9-11阶绿,1,1,88,
28545,56000022,项链,46028,9-11阶绿,1,1,88,
28546,56000022,项链,46029,9-11阶绿,1,1,88,
28547,56000022,项链,46030,9-11阶绿,1,1,88,
28548,56000022,项链,46031,9-11阶绿,1,1,88,
28549,56000022,项链,46032,9-11阶绿,1,1,88,
28550,56000022,项链,46033,9-11阶绿,1,1,88,
28551,56000022,项链,46034,9-11阶绿,1,1,88,
28552,56000022,项链,46035,9-11阶绿,1,1,88,
28553,56000022,项链,46036,9-11阶绿,1,1,88,
28554,56000022,项链,46037,9-11阶绿,1,1,88,
28555,56000022,项链,46038,9-11阶绿,1,1,88,
28556,56000022,项链,46039,9-11阶绿,1,1,88,
28557,56000022,项链,46040,9-11阶绿,1,1,88,
28558,56000022,项链,46041,9-11阶绿,1,1,88,
28559,56000022,项链,46042,9-11阶绿,1,1,88,
28560,56000022,项链,46043,9-11阶绿,1,1,88,
28561,56000022,项链,46044,9-11阶绿,1,1,88,
28562,56000022,项链,46045,9-11阶绿,1,1,88,
28563,56000022,项链,46046,9-11阶绿,1,1,88,
28564,56000022,项链,46047,9-11阶绿,1,1,88,
28565,56000022,项链,46048,9-11阶绿,1,1,88,
28566,56000022,项链,46049,9-11阶绿,1,1,88,
28567,56000022,头盔,46050,9-11阶绿,1,1,90,
28568,56000022,头盔,46051,9-11阶绿,1,1,90,
28569,56000022,头盔,46052,9-11阶绿,1,1,90,
28570,56000022,头盔,46053,9-11阶绿,1,1,90,
28571,56000022,头盔,46054,9-11阶绿,1,1,90,
28572,56000022,头盔,46055,9-11阶绿,1,1,90,
28573,56000022,头盔,46056,9-11阶绿,1,1,90,
28574,56000022,头盔,46057,9-11阶绿,1,1,90,
28575,56000022,头盔,46058,9-11阶绿,1,1,90,
28576,56000022,头盔,46059,9-11阶绿,1,1,90,
28577,56000022,头盔,46060,9-11阶绿,1,1,90,
28578,56000022,头盔,46061,9-11阶绿,1,1,90,
28579,56000022,头盔,46062,9-11阶绿,1,1,90,
28580,56000022,头盔,46063,9-11阶绿,1,1,90,
28581,56000022,头盔,46064,9-11阶绿,1,1,90,
28582,56000022,头盔,46065,9-11阶绿,1,1,90,
28583,56000022,头盔,46066,9-11阶绿,1,1,90,
28584,56000022,头盔,46067,9-11阶绿,1,1,90,
28585,56000022,手腕,46068,9-11阶绿,1,1,180,
28586,56000022,手腕,46069,9-11阶绿,1,1,180,
28587,56000022,手腕,46070,9-11阶绿,1,1,180,
28588,56000022,手腕,46071,9-11阶绿,1,1,180,
28589,56000022,手腕,46072,9-11阶绿,1,1,180,
28590,56000022,手腕,46073,9-11阶绿,1,1,180,
28591,56000022,手腕,46074,9-11阶绿,1,1,180,
28592,56000022,手腕,46075,9-11阶绿,1,1,180,
28593,56000022,手腕,46076,9-11阶绿,1,1,180,
28594,56000022,戒指,46077,9-11阶绿,1,1,108,
28595,56000022,戒指,46078,9-11阶绿,1,1,108,
28596,56000022,戒指,46079,9-11阶绿,1,1,108,
28597,56000022,戒指,46080,9-11阶绿,1,1,108,
28598,56000022,戒指,46081,9-11阶绿,1,1,108,
28599,56000022,戒指,46082,9-11阶绿,1,1,108,
28600,56000022,戒指,46083,9-11阶绿,1,1,108,
28601,56000022,戒指,46084,9-11阶绿,1,1,108,
28602,56000022,戒指,46085,9-11阶绿,1,1,108,
28603,56000022,戒指,46086,9-11阶绿,1,1,108,
28604,56000022,戒指,46087,9-11阶绿,1,1,108,
28605,56000022,戒指,46088,9-11阶绿,1,1,108,
28606,56000022,戒指,46089,9-11阶绿,1,1,108,
28607,56000022,戒指,46090,9-11阶绿,1,1,108,
28608,56000022,戒指,46091,9-11阶绿,1,1,108,
28609,56000022,肩甲,46092,9-11阶绿,1,1,67,
28610,56000022,肩甲,46093,9-11阶绿,1,1,67,
28611,56000022,肩甲,46094,9-11阶绿,1,1,67,
28612,56000022,肩甲,46095,9-11阶绿,1,1,67,
28613,56000022,肩甲,46096,9-11阶绿,1,1,67,
28614,56000022,肩甲,46097,9-11阶绿,1,1,67,
28615,56000022,肩甲,46098,9-11阶绿,1,1,67,
28616,56000022,肩甲,46099,9-11阶绿,1,1,67,
28617,56000022,肩甲,46100,9-11阶绿,1,1,67,
28618,56000022,肩甲,46101,9-11阶绿,1,1,67,
28619,56000022,肩甲,46102,9-11阶绿,1,1,67,
28620,56000022,肩甲,46103,9-11阶绿,1,1,67,
28621,56000022,肩甲,46104,9-11阶绿,1,1,67,
28622,56000022,肩甲,46105,9-11阶绿,1,1,67,
28623,56000022,肩甲,46106,9-11阶绿,1,1,67,
28624,56000022,肩甲,46107,9-11阶绿,1,1,67,
28625,56000022,肩甲,46108,9-11阶绿,1,1,67,
28626,56000022,肩甲,46109,9-11阶绿,1,1,67,
28627,56000022,肩甲,46110,9-11阶绿,1,1,67,
28628,56000022,肩甲,46111,9-11阶绿,1,1,67,
28629,56000022,肩甲,46112,9-11阶绿,1,1,67,
28630,56000022,肩甲,46113,9-11阶绿,1,1,67,
28631,56000022,肩甲,46114,9-11阶绿,1,1,67,
28632,56000022,肩甲,46115,9-11阶绿,1,1,67,
28633,56000022,火把,46116,9-11阶绿,1,1,67,
28634,56000022,火把,46117,9-11阶绿,1,1,67,
28635,56000022,火把,46118,9-11阶绿,1,1,67,
28636,56000022,火把,46119,9-11阶绿,1,1,67,
28637,56000022,火把,46120,9-11阶绿,1,1,67,
28638,56000022,火把,46121,9-11阶绿,1,1,67,
28639,56000022,火把,46122,9-11阶绿,1,1,67,
28640,56000022,火把,46123,9-11阶绿,1,1,67,
28641,56000022,火把,46124,9-11阶绿,1,1,67,
28642,56000022,火把,46125,9-11阶绿,1,1,67,
28643,56000022,火把,46126,9-11阶绿,1,1,67,
28644,56000022,火把,46127,9-11阶绿,1,1,67,
28645,56000022,火把,46128,9-11阶绿,1,1,67,
28646,56000022,火把,46129,9-11阶绿,1,1,67,
28647,56000022,火把,46130,9-11阶绿,1,1,67,
28648,56000022,火把,46131,9-11阶绿,1,1,67,
28649,56000022,火把,46132,9-11阶绿,1,1,67,
28650,56000022,火把,46133,9-11阶绿,1,1,67,
28651,56000022,火把,46134,9-11阶绿,1,1,67,
28652,56000022,火把,46135,9-11阶绿,1,1,67,
28653,56000022,火把,46136,9-11阶绿,1,1,67,
28654,56000022,火把,46137,9-11阶绿,1,1,67,
28655,56000022,火把,46138,9-11阶绿,1,1,67,
28656,56000022,火把,46139,9-11阶绿,1,1,67,
28657,56000022,斧子,46140,9-11阶绿,1,1,27,
28658,56000022,斧子,46141,9-11阶绿,1,1,27,
28659,56000022,斧子,46142,9-11阶绿,1,1,27,
28660,56000022,斧子,46143,9-11阶绿,1,1,27,
28661,56000022,斧子,46144,9-11阶绿,1,1,27,
28662,56000022,斧子,46145,9-11阶绿,1,1,27,
28663,56000022,斧子,46146,9-11阶绿,1,1,27,
28664,56000022,斧子,46147,9-11阶绿,1,1,27,
28665,56000022,斧子,46148,9-11阶绿,1,1,27,
28666,56000022,斧子,46149,9-11阶绿,1,1,27,
28667,56000022,斧子,46150,9-11阶绿,1,1,27,
28668,56000022,斧子,46151,9-11阶绿,1,1,27,
28669,56000022,斧子,46152,9-11阶绿,1,1,27,
28670,56000022,斧子,46153,9-11阶绿,1,1,27,
28671,56000022,斧子,46154,9-11阶绿,1,1,27,
28672,56000022,斧子,46155,9-11阶绿,1,1,27,
28673,56000022,斧子,46156,9-11阶绿,1,1,27,
28674,56000022,斧子,46157,9-11阶绿,1,1,27,
28675,56000022,斧子,46158,9-11阶绿,1,1,27,
28676,56000022,斧子,46159,9-11阶绿,1,1,27,
28677,56000022,斧子,46160,9-11阶绿,1,1,27,
28678,56000022,斧子,46161,9-11阶绿,1,1,27,
28679,56000022,斧子,46162,9-11阶绿,1,1,27,
28680,56000022,斧子,46163,9-11阶绿,1,1,27,
28681,56000022,法杖,46164,9-11阶绿,1,1,27,
28682,56000022,法杖,46165,9-11阶绿,1,1,27,
28683,56000022,法杖,46166,9-11阶绿,1,1,27,
28684,56000022,法杖,46167,9-11阶绿,1,1,27,
28685,56000022,法杖,46168,9-11阶绿,1,1,27,
28686,56000022,法杖,46169,9-11阶绿,1,1,27,
28687,56000022,法杖,46170,9-11阶绿,1,1,27,
28688,56000022,法杖,46171,9-11阶绿,1,1,27,
28689,56000022,法杖,46172,9-11阶绿,1,1,27,
28690,56000022,法杖,46173,9-11阶绿,1,1,27,
28691,56000022,法杖,46174,9-11阶绿,1,1,27,
28692,56000022,法杖,46175,9-11阶绿,1,1,27,
28693,56000022,法杖,46176,9-11阶绿,1,1,27,
28694,56000022,法杖,46177,9-11阶绿,1,1,27,
28695,56000022,法杖,46178,9-11阶绿,1,1,27,
28696,56000022,法杖,46179,9-11阶绿,1,1,27,
28697,56000022,法杖,46180,9-11阶绿,1,1,27,
28698,56000022,法杖,46181,9-11阶绿,1,1,27,
28699,56000022,法杖,46182,9-11阶绿,1,1,27,
28700,56000022,法杖,46183,9-11阶绿,1,1,27,
28701,56000022,法杖,46184,9-11阶绿,1,1,27,
28702,56000022,法杖,46185,9-11阶绿,1,1,27,
28703,56000022,法杖,46186,9-11阶绿,1,1,27,
28704,56000022,法杖,46187,9-11阶绿,1,1,27,
28705,56000022,短剑,46188,9-11阶绿,1,1,27,
28706,56000022,短剑,46189,9-11阶绿,1,1,27,
