道具ID,名称,文字描述,品质,图标,图集路径,物品类型,能否叠加,叠加数量,带回城镇,能否被销毁
52844,传奇：勇者火把,勇者的火把,4,zhanshi_torch,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52845,传奇：勇者火把,勇者的火把,4,zhanshi_torch,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52846,传奇：勇者火把,勇者的火把,4,zhanshi_torch,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52847,传奇：勇者火把,勇者的火把,4,zhanshi_torch,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52848,传奇：勇者火把,勇者的火把,4,zhanshi_torch,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52849,传奇：勇者垫肩,勇者的垫肩,4,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52850,传奇：勇者垫肩,勇者的垫肩,4,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52851,传奇：勇者垫肩,勇者的垫肩,4,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52852,传奇：勇者垫肩,勇者的垫肩,4,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52853,传奇：勇者垫肩,勇者的垫肩,4,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52854,传奇：勇者垫肩,勇者的垫肩,4,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52855,传奇：勇者垫肩,勇者的垫肩,4,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52856,传奇：勇者垫肩,勇者的垫肩,4,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52857,传奇：勇者垫肩,勇者的垫肩,4,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52858,传奇：勇者垫肩,勇者的垫肩,4,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52859,传奇：勇者垫肩,勇者的垫肩,4,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52860,传奇：勇者垫肩,勇者的垫肩,4,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52861,传奇：勇者垫肩,勇者的垫肩,4,ring_emerald5,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52862,传奇：勇者垫肩,勇者的垫肩,4,ring_emerald5,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52863,传奇：勇者垫肩,勇者的垫肩,4,ring_emerald5,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52864,传奇：勇者垫肩,勇者的垫肩,4,ring_emerald5,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52865,传奇：勇者垫肩,勇者的垫肩,4,ring_emerald5,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52866,传奇：勇者垫肩,勇者的垫肩,4,ring_emerald5,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52867,传奇：勇者臂章,勇者的臂章,4,tongyong_wrist,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52868,传奇：勇者臂章,勇者的臂章,4,tongyong_wrist,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52869,传奇：勇者臂章,勇者的臂章,4,tongyong_wrist,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52870,传奇：勇者头盔,勇者的头盔,4,tongyong_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52871,传奇：勇者头盔,勇者的头盔,4,tongyong_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52872,传奇：勇者头盔,勇者的头盔,4,tongyong_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52873,传奇：勇者头盔,勇者的头盔,4,tongyong_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52874,传奇：勇者头盔,勇者的头盔,4,tongyong_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52875,传奇：勇者头盔,勇者的头盔,4,tongyong_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52876,传奇：勇者头盔,勇者的头盔,4,tongyong_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52877,传奇：勇者头盔,勇者的头盔,4,tongyong_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52878,传奇：勇者头盔,勇者的头盔,4,tongyong_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52879,传奇：勇者头盔,勇者的头盔,4,tongyong_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52880,传奇：勇者头盔,勇者的头盔,4,tongyong_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52881,传奇：勇者头盔,勇者的头盔,4,tongyong_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52882,传奇：勇者吊坠,勇者的吊坠,4,necklace_tooth2,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52883,传奇：勇者吊坠,勇者的吊坠,4,necklace_tooth2,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52884,传奇：勇者吊坠,勇者的吊坠,4,necklace_tooth2,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52885,传奇：勇者吊坠,勇者的吊坠,4,necklace_tooth2,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52886,传奇：勇者吊坠,勇者的吊坠,4,necklace_tooth2,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52887,传奇：勇者吊坠,勇者的吊坠,4,necklace_tooth2,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52888,传奇：勇者吊坠,勇者的吊坠,4,necklace_tooth2,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52889,传奇：勇者吊坠,勇者的吊坠,4,necklace_tooth2,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52890,传奇：勇者吊坠,勇者的吊坠,4,necklace_tooth2,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52891,传奇：勇者吊坠,勇者的吊坠,4,necklace_tooth2,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52892,传奇：勇者吊坠,勇者的吊坠,4,necklace_tooth2,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52893,传奇：勇者吊坠,勇者的吊坠,4,necklace_tooth2,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52894,传奇：勇者长靴,勇者的长靴,4,tongyong_shoes,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52895,传奇：勇者长靴,勇者的长靴,4,tongyong_shoes,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52896,传奇：勇者重甲,勇者的重甲,4,tongyong_breastplate,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52897,传奇：勇者重甲,勇者的重甲,4,tongyong_breastplate,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52898,传奇：勇者重甲,勇者的重甲,4,tongyong_breastplate,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52899,传奇：勇者重甲,勇者的重甲,4,tongyong_breastplate,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52900,传奇：炽热巨锤,炽热的巨锤,4,zhanshi_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52901,传奇：炽热巨锤,炽热的巨锤,4,zhanshi_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52902,传奇：炽热巨锤,炽热的巨锤,4,zhanshi_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52903,传奇：炽热直剑,炽热的直剑,4,arms_sword,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52904,传奇：炽热直剑,炽热的直剑,4,arms_sword,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52905,传奇：炽热直剑,炽热的直剑,4,arms_sword,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52906,传奇：炽热短剑,炽热的短剑,4,fashi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52907,传奇：炽热短剑,炽热的短剑,4,fashi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52908,传奇：炽热短剑,炽热的短剑,4,fashi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52909,传奇：炽热杖,炽热的杖,4,fashi_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52910,传奇：炽热杖,炽热的杖,4,fashi_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52911,传奇：炽热杖,炽热的杖,4,fashi_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52912,传奇：炽热战斧,炽热的战斧,4,zhanshi_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52913,传奇：炽热战斧,炽热的战斧,4,zhanshi_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52914,传奇：炽热战斧,炽热的战斧,4,zhanshi_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52915,传奇：炽热火把,炽热的火把,4,torch_guimu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52916,传奇：炽热火把,炽热的火把,4,torch_guimu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52917,传奇：炽热火把,炽热的火把,4,torch_guimu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52918,传奇：炽热火把,炽热的火把,4,torch_guimu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52919,传奇：炽热火把,炽热的火把,4,torch_guimu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52920,传奇：炽热火把,炽热的火把,4,torch_guimu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52921,传奇：炽热火把,炽热的火把,4,torch_guimu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52922,传奇：炽热火把,炽热的火把,4,torch_guimu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52923,传奇：炽热火把,炽热的火把,4,torch_guimu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52924,传奇：炽热火把,炽热的火把,4,torch_guimu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52925,传奇：炽热火把,炽热的火把,4,torch_guimu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52926,传奇：炽热火把,炽热的火把,4,torch_guimu,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52927,传奇：炽热护肩,炽热的护肩,4,daozei_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52928,传奇：炽热护肩,炽热的护肩,4,daozei_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52929,传奇：炽热护肩,炽热的护肩,4,daozei_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52930,传奇：炽热护肩,炽热的护肩,4,daozei_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52931,传奇：炽热护肩,炽热的护肩,4,daozei_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52932,传奇：炽热护肩,炽热的护肩,4,daozei_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52933,传奇：炽热护肩,炽热的护肩,4,daozei_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52934,传奇：炽热护肩,炽热的护肩,4,daozei_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52935,传奇：炽热护肩,炽热的护肩,4,daozei_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52936,传奇：炽热护肩,炽热的护肩,4,daozei_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52937,传奇：炽热护肩,炽热的护肩,4,daozei_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52938,传奇：炽热护肩,炽热的护肩,4,daozei_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52939,传奇：炽热戒指,炽热的戒指,4,ring_emerald,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52940,传奇：炽热戒指,炽热的戒指,4,ring_emerald,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52941,传奇：炽热戒指,炽热的戒指,4,ring_emerald,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52942,传奇：炽热戒指,炽热的戒指,4,ring_emerald,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52943,传奇：炽热戒指,炽热的戒指,4,ring_emerald,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52944,传奇：炽热戒指,炽热的戒指,4,ring_emerald,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52945,传奇：炽热护臂,炽热的护臂,4,daozei_wrist,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52946,传奇：炽热护臂,炽热的护臂,4,daozei_wrist,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52947,传奇：炽热护臂,炽热的护臂,4,daozei_wrist,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52948,传奇：炽热兜帽,炽热的兜帽,4,daozei_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52949,传奇：炽热兜帽,炽热的兜帽,4,daozei_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52950,传奇：炽热兜帽,炽热的兜帽,4,daozei_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52951,传奇：炽热兜帽,炽热的兜帽,4,daozei_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52952,传奇：炽热兜帽,炽热的兜帽,4,daozei_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52953,传奇：炽热兜帽,炽热的兜帽,4,daozei_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52954,传奇：炽热兜帽,炽热的兜帽,4,daozei_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52955,传奇：炽热兜帽,炽热的兜帽,4,daozei_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52956,传奇：炽热兜帽,炽热的兜帽,4,daozei_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52957,传奇：炽热兜帽,炽热的兜帽,4,daozei_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52958,传奇：炽热兜帽,炽热的兜帽,4,daozei_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52959,传奇：炽热兜帽,炽热的兜帽,4,daozei_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52960,传奇：炽热吊坠,炽热的吊坠,4,necklace_tooth3,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52961,传奇：炽热吊坠,炽热的吊坠,4,necklace_tooth3,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52962,传奇：炽热吊坠,炽热的吊坠,4,necklace_tooth3,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52963,传奇：炽热吊坠,炽热的吊坠,4,necklace_tooth3,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52964,传奇：炽热吊坠,炽热的吊坠,4,necklace_tooth3,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52965,传奇：炽热吊坠,炽热的吊坠,4,necklace_tooth3,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52966,传奇：炽热吊坠,炽热的吊坠,4,necklace_tooth3,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52967,传奇：炽热吊坠,炽热的吊坠,4,necklace_tooth3,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52968,传奇：炽热吊坠,炽热的吊坠,4,necklace_tooth3,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52969,传奇：炽热吊坠,炽热的吊坠,4,necklace_tooth3,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52970,传奇：炽热吊坠,炽热的吊坠,4,necklace_tooth3,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52971,传奇：炽热吊坠,炽热的吊坠,4,necklace_tooth3,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52972,传奇：炽热护腿,炽热的护腿,4,daozei_shoes,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52973,传奇：炽热护腿,炽热的护腿,4,daozei_shoes,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52974,传奇：炽热皮甲,炽热的皮甲,4,daozei_breastplate,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52975,传奇：炽热皮甲,炽热的皮甲,4,daozei_breastplate,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52976,传奇：炽热皮甲,炽热的皮甲,4,daozei_breastplate,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52977,传奇：炽热皮甲,炽热的皮甲,4,daozei_breastplate,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52978,传奇：炽热战锤,炽热的战锤,4,fashi_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52979,传奇：炽热战锤,炽热的战锤,4,fashi_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52980,传奇：炽热战锤,炽热的战锤,4,fashi_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52981,传奇：炽热大剑,炽热的大剑,4,zhanshi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52982,传奇：炽热大剑,炽热的大剑,4,zhanshi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52983,传奇：炽热大剑,炽热的大剑,4,zhanshi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52984,传奇：炽热匕首,炽热的匕首,4,daozei_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52985,传奇：炽热匕首,炽热的匕首,4,daozei_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52986,传奇：炽热匕首,炽热的匕首,4,daozei_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52987,传奇：炽热法杖,炽热的法杖,4,fashi_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52988,传奇：炽热法杖,炽热的法杖,4,fashi_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52989,传奇：炽热法杖,炽热的法杖,4,fashi_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52990,传奇：炽热短斧,炽热的短斧,4,daozei_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52991,传奇：炽热短斧,炽热的短斧,4,daozei_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52992,传奇：炽热短斧,炽热的短斧,4,daozei_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52993,传奇：炽热火把,炽热的火把,4,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52994,传奇：炽热火把,炽热的火把,4,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52995,传奇：炽热火把,炽热的火把,4,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52996,传奇：炽热火把,炽热的火把,4,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52997,传奇：炽热火把,炽热的火把,4,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52998,传奇：炽热火把,炽热的火把,4,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
52999,传奇：炽热火把,炽热的火把,4,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53000,传奇：炽热火把,炽热的火把,4,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53001,传奇：炽热火把,炽热的火把,4,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53002,传奇：炽热火把,炽热的火把,4,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53003,传奇：炽热火把,炽热的火把,4,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53004,传奇：炽热火把,炽热的火把,4,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53005,传奇：炽热披肩,炽热的披肩,4,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53006,传奇：炽热披肩,炽热的披肩,4,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53007,传奇：炽热披肩,炽热的披肩,4,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53008,传奇：炽热披肩,炽热的披肩,4,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53009,传奇：炽热披肩,炽热的披肩,4,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53010,传奇：炽热披肩,炽热的披肩,4,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53011,传奇：炽热披肩,炽热的披肩,4,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53012,传奇：炽热披肩,炽热的披肩,4,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53013,传奇：炽热披肩,炽热的披肩,4,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53014,传奇：炽热披肩,炽热的披肩,4,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53015,传奇：炽热披肩,炽热的披肩,4,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53016,传奇：炽热披肩,炽热的披肩,4,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53017,传奇：炽热戒指,炽热的戒指,4,ring_emerald1,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53018,传奇：炽热戒指,炽热的戒指,4,ring_emerald1,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53019,传奇：炽热戒指,炽热的戒指,4,ring_emerald1,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53020,传奇：炽热戒指,炽热的戒指,4,ring_emerald1,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53021,传奇：炽热戒指,炽热的戒指,4,ring_emerald1,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53022,传奇：炽热戒指,炽热的戒指,4,ring_emerald1,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53023,传奇：炽热臂饰,炽热的臂饰,4,fashi_wrist,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53024,传奇：炽热臂饰,炽热的臂饰,4,fashi_wrist,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53025,传奇：炽热臂饰,炽热的臂饰,4,fashi_wrist,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53026,传奇：炽热头冠,炽热的头冠,4,fashi_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53027,传奇：炽热头冠,炽热的头冠,4,fashi_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53028,传奇：炽热头冠,炽热的头冠,4,fashi_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53029,传奇：炽热头冠,炽热的头冠,4,fashi_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53030,传奇：炽热头冠,炽热的头冠,4,fashi_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53031,传奇：炽热头冠,炽热的头冠,4,fashi_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53032,传奇：炽热头冠,炽热的头冠,4,fashi_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53033,传奇：炽热头冠,炽热的头冠,4,fashi_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53034,传奇：炽热头冠,炽热的头冠,4,fashi_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53035,传奇：炽热头冠,炽热的头冠,4,fashi_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53036,传奇：炽热头冠,炽热的头冠,4,fashi_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53037,传奇：炽热头冠,炽热的头冠,4,fashi_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53038,传奇：炽热护符,炽热的护符,4,necklace_tooth6,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53039,传奇：炽热护符,炽热的护符,4,necklace_tooth6,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53040,传奇：炽热护符,炽热的护符,4,necklace_tooth6,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53041,传奇：炽热护符,炽热的护符,4,necklace_tooth6,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53042,传奇：炽热护符,炽热的护符,4,necklace_tooth6,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53043,传奇：炽热护符,炽热的护符,4,necklace_tooth6,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53044,传奇：炽热护符,炽热的护符,4,necklace_tooth6,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
53045,传奇：炽热护符,炽热的护符,4,necklace_tooth6,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
